size,addfirst(ms),addlast(ms),addrandpos(ms),removefirst(ms),removelast(ms),removerandpos(ms),getrandpos(ms),
478533,0.000000,0.000000,0.001050,0.000000,0.000000,0.000673,0.000744
881294,0.000000,0.000000,0.002966,0.000000,0.000000,0.001902,0.001467
568607,0.000000,0.000000,0.003490,0.000000,0.000000,0.000967,0.000910
419611,0.000000,0.000000,0.001345,0.000000,0.000000,0.000838,0.000837
802551,0.000000,0.000000,0.002815,0.000000,0.000000,0.001239,0.001436
436783,0.000000,0.000000,0.001527,0.000000,0.000000,0.000721,0.000651
355074,0.000000,0.000000,0.001299,0.000000,0.000000,0.000655,0.000603
373013,0.000000,0.000000,0.001287,0.000000,0.000000,0.000646,0.000637
815492,0.000000,0.000000,0.003023,0.000000,0.000000,0.001462,0.001653
885002,0.000000,0.000000,0.003383,0.000000,0.000000,0.001717,0.001753
864781,0.000000,0.000000,0.004004,0.000000,0.000000,0.001862,0.001713
91003,0.000000,0.000000,0.000289,0.000000,0.000000,0.000153,0.000117
133454,0.000000,0.000000,0.000378,0.000000,0.000000,0.000183,0.000201
456018,0.000000,0.000000,0.001798,0.000000,0.000000,0.000936,0.001101
561224,0.000000,0.000000,0.002496,0.000000,0.000000,0.001265,0.001252
354527,0.000000,0.000000,0.001518,0.000000,0.000000,0.000702,0.000790
187201,0.000000,0.000000,0.000670,0.000000,0.000000,0.000324,0.000368
571183,0.000000,0.000000,0.002381,0.000000,0.000000,0.001264,0.001230
696325,0.000000,0.000000,0.003218,0.000000,0.000000,0.002485,0.001321
498110,0.000000,0.000000,0.001998,0.000000,0.000000,0.001150,0.000965
848459,0.000000,0.000000,0.003575,0.000000,0.000000,0.001914,0.001835
831414,0.000000,0.000000,0.004040,0.000000,0.000000,0.002069,0.002240
425183,0.000000,0.000000,0.001746,0.000000,0.000000,0.000951,0.001134
437331,0.000000,0.000000,0.002363,0.000000,0.000000,0.001088,0.001182
559525,0.000000,0.000000,0.003774,0.000000,0.000000,0.001281,0.001285
808840,0.000000,0.000000,0.004745,0.000000,0.000000,0.002411,0.002059
100237,0.000000,0.000000,0.000359,0.000000,0.000000,0.000267,0.000212
297421,0.000000,0.000000,0.001478,0.000000,0.000000,0.000661,0.000638
626234,0.000000,0.000000,0.003217,0.000000,0.000000,0.001499,0.002152
735168,0.000000,0.000000,0.003395,0.000000,0.000000,0.001827,0.001657
177523,0.000000,0.000000,0.000576,0.000000,0.000000,0.000299,0.000366
956886,0.000000,0.000000,0.004756,0.000000,0.000000,0.002460,0.002205
761059,0.000000,0.000000,0.003426,0.000000,0.000000,0.001775,0.001820
236787,0.000000,0.000000,0.001314,0.000000,0.000000,0.000608,0.000607
776620,0.000000,0.000000,0.003813,0.000000,0.000000,0.001991,0.001758
700408,0.000000,0.000000,0.003587,0.000000,0.000000,0.001560,0.001624
96585,0.000000,0.000000,0.000292,0.000000,0.000000,0.000166,0.000157
927668,0.000000,0.000000,0.005020,0.000000,0.000000,0.002547,0.003085
794343,0.000000,0.000000,0.004089,0.000000,0.000000,0.002482,0.002012
515920,0.000000,0.000000,0.002420,0.000000,0.000000,0.001288,0.001325
108140,0.000000,0.000000,0.000367,0.000000,0.000000,0.000163,0.000163
89299,0.000000,0.000000,0.000318,0.000000,0.000000,0.000124,0.000140
504390,0.000000,0.000000,0.002652,0.000000,0.000000,0.001270,0.001341
360071,0.000000,0.000000,0.001737,0.000000,0.000000,0.000928,0.000870
335186,0.000000,0.000000,0.001613,0.000000,0.000000,0.000890,0.000825
201862,0.000000,0.000000,0.001492,0.000000,0.000000,0.000397,0.000438
920525,0.000000,0.000000,0.005187,0.000000,0.000000,0.002321,0.002657
766148,0.000000,0.000000,0.004167,0.000000,0.000000,0.002137,0.002122
749574,0.000000,0.000000,0.004238,0.000000,0.000000,0.002191,0.002007
245755,0.000000,0.000000,0.001080,0.000000,0.000000,0.000549,0.000597
461855,0.000000,0.000000,0.002775,0.000000,0.000000,0.001098,0.001295
634381,0.000000,0.000000,0.003352,0.000000,0.000000,0.001542,0.001719
636196,0.000000,0.000000,0.003603,0.000000,0.000000,0.001757,0.001679
129831,0.000000,0.000000,0.000455,0.000000,0.000000,0.000454,0.000314
577732,0.000000,0.000000,0.003650,0.000000,0.000000,0.001511,0.001541
749349,0.000000,0.000000,0.005352,0.000000,0.000000,0.001870,0.002086
461245,0.000000,0.000000,0.002118,0.000000,0.000000,0.001147,0.001148
391315,0.000000,0.000000,0.002031,0.000000,0.000000,0.000990,0.000917
346689,0.000000,0.000000,0.001565,0.000000,0.000000,0.000856,0.000893
485118,0.000000,0.000000,0.002538,0.000000,0.000000,0.001266,0.001372
540765,0.000000,0.000000,0.003256,0.000000,0.000000,0.001554,0.001541
578796,0.000000,0.000000,0.004960,0.000000,0.000000,0.001562,0.001659
619480,0.000000,0.000000,0.003973,0.000000,0.000000,0.003089,0.001818
244384,0.000000,0.000000,0.001140,0.000000,0.000000,0.000609,0.000557
424834,0.000000,0.000000,0.002181,0.000000,0.000000,0.001294,0.001240
576515,0.000000,0.000000,0.003708,0.000000,0.000000,0.002157,0.001651
302976,0.000000,0.000000,0.001671,0.000000,0.000000,0.000838,0.000867
962901,0.000000,0.000000,0.006458,0.000000,0.000000,0.003421,0.002846
821257,0.000000,0.000000,0.005048,0.000000,0.000000,0.003084,0.003467
756884,0.000000,0.000000,0.004702,0.000000,0.000000,0.002445,0.002301
68794,0.000000,0.000000,0.000185,0.000000,0.000000,0.000106,0.000101
950963,0.000000,0.000000,0.005756,0.000000,0.000000,0.002774,0.003118
224525,0.000000,0.000000,0.001508,0.000000,0.000000,0.000881,0.000816
729657,0.000000,0.000000,0.005580,0.000000,0.000000,0.002174,0.002165
573656,0.000000,0.000002,0.003912,0.000000,0.000000,0.003653,0.003221
254544,0.000000,0.000000,0.001931,0.000000,0.000000,0.000976,0.001988
151509,0.000000,0.000000,0.001058,0.000000,0.000000,0.000505,0.000404
822311,0.000000,0.000000,0.006405,0.000000,0.000000,0.003950,0.002878
460549,0.000000,0.000000,0.003002,0.000000,0.000000,0.002076,0.001396
701059,0.000000,0.000000,0.005076,0.000000,0.000000,0.002360,0.002977
37092,0.000000,0.000000,0.000103,0.000000,0.000000,0.000045,0.000058
259252,0.000000,0.000000,0.001490,0.000000,0.000000,0.000714,0.001383
252144,0.000000,0.000000,0.001448,0.000000,0.000000,0.000717,0.000691
828657,0.000000,0.000000,0.005221,0.000000,0.000000,0.003164,0.002759
93151,0.000000,0.000000,0.000298,0.000000,0.000000,0.000166,0.000163
230695,0.000000,0.000000,0.001246,0.000000,0.000000,0.000723,0.000853
408597,0.000000,0.000000,0.002537,0.000000,0.000000,0.001248,0.001487
742190,0.000000,0.000000,0.004961,0.000000,0.000000,0.002243,0.002487
177352,0.000000,0.000000,0.000906,0.000000,0.000000,0.000487,0.000555
74533,0.000000,0.000000,0.000396,0.000000,0.000000,0.000164,0.000142
392039,0.000000,0.000000,0.002557,0.000000,0.000000,0.001320,0.001339
509686,0.000000,0.000000,0.003373,0.000000,0.000000,0.001763,0.001586
361644,0.000000,0.000000,0.002102,0.000000,0.000000,0.001040,0.001130
772040,0.000000,0.000000,0.005864,0.000000,0.000000,0.003019,0.003154
748856,0.000000,0.000000,0.005640,0.000000,0.000000,0.003048,0.003501
183044,0.000000,0.000000,0.000928,0.000000,0.000000,0.000528,0.000679
715962,0.000000,0.000000,0.004810,0.000000,0.000000,0.002396,0.002343
